"symbol","name","price"
"KLBN3.SA","Klabin S.A.","3.88"
"ENGI11.SA","Energisa S.A.","51.73"
"F1SL34.SA","Fastly, Inc.","15.50"
"K2CG34.SA","Kingsoft Cloud Holdings Limited","12.89"
"ISAE3.SA","ISA Energía Brasil S.A.","34.13"
"CSMG3.SA","Companhia de Saneamento de Minas Gerais","56.60"
"CSAN3.SA","Cosan S.A.","5.43"
"TOTS3.SA","TOTVS S.A.","35.19"
"H1HH34.SA","HOWARD H HLDDRN","42.40"
"B2HI34.SA","BILL Holdings, Inc.","1.11"
"INBR32.SA","Inter & Co, Inc.","44.12"
"B1BW34.SA","Bath & Body Works, Inc.","23.88"
"ISAE4.SA","ISA Energía Brasil S.A.","28.78"
"A1LL34.SA","Bread Financial Holdings, Inc.","100.60"
"W1HR34.SA","Whirlpool Corporation","72.25"
"CGAS5.SA","Companhia de Gás de São Paulo - COMGÁS","133.38"
"W1PP34.SA","WPP plc","16.20"
"CGAS3.SA","Companhia de Gás de São Paulo - COMGÁS","126.00"
"A1AP34.SA","Advance Auto Parts, Inc.","17.16"
"HYPE3.SA","Hypera S.A.","23.34"
"MRSA3B.SA","MRS Logística S.A.","47.65"
"ALUP11.SA","Alupar Investimento S.A.","35.09"
"REDE3.SA","Rede Energia Participações S.A.","6.21"
"I1AC34.SA","IAC Inc.","10.18"
"MULT3.SA","Multiplan Empreendimentos Imobiliários S.A.","31.77"
"MRSA5B.SA","MRS Logística S.A.","46.00"
"MRSA6B.SA","MRS Logística S.A.","44.99"
"LREN3.SA","Lojas Renner S.A.","15.44"
"ALOS3.SA","Allos S.A.","30.28"
"SAPR3.SA","Companhia de Saneamento do Paraná - SANEPAR","9.94"
"WUNI34.SA","The Western Union Company","47.55"
"PAGS34.SA","PagSeguro Digital Ltd.","10.68"
"M2PT34.SA","Medical Properties Trust, Inc.","12.25"
"TAEE4.SA","Transmissora Aliança de Energia Elétrica S.A.","14.37"
"EQPA3.SA","Equatorial Pará Distribuidora de Energia S.A.","6.71"
"E2EF34.SA","Euronet Worldwide, Inc.","2.35"
"A1IV34.SA","Apartment Investment and Management Company","21.32"
"TAEE11.SA","Transmissora Aliança de Energia Elétrica S.A.","42.65"
"IGTI4.SA","Iguatemi S.A.","12.04"
"S1LG34.SA","SL Green Realty Corp.","96.41"
"TAEE3.SA","Transmissora Aliança de Energia Elétrica S.A.","13.93"
"GOLL54.SA","Gol Linhas Aéreas Inteligentes S.A.","11.60"
"NATU3.SA","Natura Cosméticos S.A.","9.90"
"R2HH34.SA","RH","11.69"
"SAPR11.SA","Companhia de Saneamento do Paraná - SANEPAR","43.25"
"ALUP3.SA","Alupar Investimento S.A.","13.13"
"BRKM6.SA","Braskem S.A.","8.11"
"R1HI34.SA","Robert Half Inc.","127.20"
"U1AI34.SA","Under Armour, Inc.","30.00"
"GGPS3.SA","GPS Participações e Empreendimentos S.A.","16.90"
"CEEB3.SA","Companhia de Eletricidade do Estado da Bahia - COELBA","48.00"
"S1RP34.SA","Sarepta Therapeutics, Inc.","5.98"
"SAPR4.SA","Companhia de Saneamento do Paraná - SANEPAR","8.29"
"AURE3.SA","Auren Energia S.A.","11.91"
"BNBR3.SA","Banco do Nordeste do Brasil S.A.","123.00"
"XRAY34.SA","DENTSPLY SIRONA Inc.","60.00"
"SMFT3.SA","Smartfit Escola de Ginástica e Dança S.A.","19.39"
"W1BO34.SA","Weibo Corporation","11.44"
"CEEB5.SA","Companhia de Eletricidade do Estado da Bahia - COELBA","43.00"
"CURY3.SA","Cury Construtora e Incorporadora S.A.","36.54"
"ANCR11.SA","Fundo de Investimento Imobiliário - FII Ancar IC","419.99"
"ASAI3.SA","Sendas Distribuidora S.A.","8.21"
"GOAU4.SA","Metalurgica Gerdau S.A.","8.30"
"H1OG34.SA","Harley-Davidson, Inc.","91.50"
"GOAU3.SA","Metalurgica Gerdau S.A.","8.18"
"ALUP4.SA","Alupar Investimento S.A.","10.89"
"P2EN34.SA","PENN Entertainment, Inc.","7.97"
"GMAT3.SA","Grupo Mateus S.A.","4.62"
"ENMT3.SA","Energisa Mato Grosso - Distribuidora de Energia S/A","48.26"
"G1LP34.SA","Galapagos NV","7.91"
"CYRE3.SA","Cyrela Brazil Realty S.A. Empreendimentos e Participações","28.48"
"F1MC34.SA","FMC Corporation","40.32"
"G1LO34.SA","GLOBANT SA  DRN","11.26"
"J2WA34.SA","John Wiley & Sons, Inc.","38.08"
"EKTR3.SA","Elektro Redes S.A.","50.00"
"P2AX34.SA","Patria Investments Limited","30.12"
"BMEB4.SA","Banco Mercantil do Brasil S.A.","76.77"
"COTY34.SA","Coty Inc.","5.35"
"SLCE3.SA","SLC Agrícola S.A.","18.52"
"BRAP4.SA","Bradespar S.A.","22.48"
"BRAV3.SA","Brava Energia S.A.","18.92"
"CSNA3.SA","Companhia Siderúrgica Nacional","6.60"
"BRKM5.SA","Braskem S.A.","10.94"
"FLRY3.SA","Fleury S.A.","15.73"
"BMEB3.SA","Banco Mercantil do Brasil S.A.","66.15"
"ALPA4.SA","Alpargatas S.A.","12.47"
"USIM5.SA","Usinas Siderúrgicas de Minas Gerais S.A.","6.82"
"USIM3.SA","Usinas Siderúrgicas de Minas Gerais S.A.","6.77"
"A1RC34.SA","ARCO DORADOSDRN","39.00"
"BRAP3.SA","Bradespar S.A.","19.48"
"ALPA3.SA","Alpargatas S.A.","11.94"
"KNCR11.SA","Kinea Rendimentos Imobiliários Fundo de Investimento Imobiliário - FII","104.96"
"N1WL34.SA","Newell Brands Inc.","18.67"
"TTEN3.SA","Três Tentos Agroindustrial S/A","15.65"
"BRSR3.SA","Banco do Estado do Rio Grande do Sul S.A.","18.96"
"POMO4.SA","Marcopolo S.A.","6.22"
"U2PW34.SA","Upwork Inc.","11.76"
"MDIA3.SA","M. Dias Branco S.A. Indústria e Comércio de Alimentos","22.59"
"BRKM3.SA","Braskem S.A.","9.43"
"EKTR4.SA","Elektro Redes S.A.","38.67"
"ODPV3.SA","Odontoprev S.A.","13.55"
"DIRR3.SA","Direcional Engenharia S.A.","14.12"
"KNIP11.SA","Kinea Indices Precos Fundo Investimento Imobiliario - FII","90.81"
"POMO3.SA","Marcopolo S.A.","5.85"
"MGLU3.SA","Magazine Luiza S.A.","8.89"
"BRSR6.SA","Banco do Estado do Rio Grande do Sul S.A.","17.66"
"L1EG34.SA","Leggett & Platt, Incorporated","51.40"
"BRSR5.SA","Banco do Estado do Rio Grande do Sul S.A.","17.00"
"P1RG34.SA","Perrigo Company plc","50.20"
"WHRL4.SA","Whirlpool S.A.","4.48"
"CBAV3.SA","Companhia Brasileira de Alumínio","10.34"
"UNIP3.SA","Unipar Carbocloro S.A.","60.20"
"UNIP5.SA","Unipar Carbocloro S.A.","60.00"
"UNIP6.SA","Unipar Carbocloro S.A.","59.64"
"SMTO3.SA","São Martinho S.A.","20.38"
"ORVR3.SA","Orizon Valorização de Resíduos S.A.","68.41"
"VIVA3.SA","Vivara Participações S.A.","27.58"
"WHRL3.SA","Whirlpool S.A.","4.18"
"I1QY34.SA","iQIYI, Inc.","3.23"
"XPML11.SA","Xp Malls Fundo Investimentos Imobiliarios","107.71"
"COGN3.SA","Cogna Educação S.A.","3.05"
"S2GM34.SA","Sigma Lithium Corporation","18.14"
"FRAS3.SA","Frasle Mobility S.A.","21.70"
"JHSF3.SA","JHSF Participações S.A.","8.93"
"EQMA3B.SA","Equatorial Maranhão Distribuidora de Energia S.A.","35.48"
"ECOR3.SA","EcoRodovias Infraestrutura e Logística S.A.","8.33"
"RAIZ4.SA","Raízen S.A.","0.56"
"CLSC3.SA","Centrais Elétricas de Santa Catarina S.A.","130.00"
"ABCB4.SA","Banco ABC Brasil S.A.","25.66"
"HBSA3.SA","Hidrovias do Brasil S.A.","4.15"
"CLSC4.SA","Centrais Elétricas de Santa Catarina S.A.","146.26"
"VULC3.SA","Vulcabras S.A.","17.60"
"AZZA3.SA","Azzas 2154 S.A.","26.26"
"HGLG11.SA","Cshg Logistica - Fundo De Investimento Imobiliario","155.94"
"T2DH34.SA","Teladoc Health, Inc.","0.98"
"SIMH3.SA","SIMPAR S.A.","11.48"
"EVEB31.SA","EVE BRASIL  DR1","13.86"
"INTB3.SA","Intelbras S.A. - Indústria de Telecomunicação Eletrônica Brasileira","14.90"
"LEVE3.SA","MAHLE Metal Leve S.A.","35.33"
"RIAA3.SA","Guararapes Confecções S.A.","9.57"
"HAPV3.SA","Hapvida Participações e Investimentos S.A.","10.05"
"KNRI11.SA","Kinea Renda Imobiliária Fundo de Investimento Imobiliário","166.39"
"MRVE3.SA","MRV Engenharia e Participações S.A.","8.32"
"DASA3.SA","Diagnósticos da América S.A.","3.67"
"IRBR3.SA","IRB-Brasil Resseguros S.A.","55.52"
"MOVI3.SA","Movida Participações S.A.","13.11"
"BTLG11.SA","BTG Pactual Logística Fundo de Investimento Imobiliário","103.70"
"PGMN3.SA","Empreendimentos Pague Menos S.A.","6.51"
"DXCO3.SA","Dexco S.A.","4.78"
"GRND3.SA","Grendene S.A.","4.78"
"MXRF11.SA","Maxi Renda Fundo De Investimento Imobiliaro - FII","9.80"
"BEEF3.SA","Minerva S.A.","4.16"
"VAMO3.SA","Vamos Locação de Caminhões, Máquinas e Equipamentos S.A.","3.73"
"EZTC3.SA","EZTEC Empreendimentos e Participações S.A.","14.35"
"FESA3.SA","Cia de Ferro Ligas da Bahia S.A. - FERBASA","11.65"
"V1IP34.SA","Vipshop Holdings Limited","40.98"
"RECV3.SA","Petroreconcavo S.A.","13.27"
"TEND3.SA","Construtora Tenda S.A.","31.66"
"IGTI3.SA","Iguatemi S.A.","3.16"
"CEAB3.SA","C&A Modas S.A.","12.41"
"A2FY34.SA","Afya Limited","40.01"
"EMAE4.SA","Empresa Metropolitana de Águas e Energia S.A.","41.73"
"MDNE3.SA","Moura Dubeux Engenharia S.A.","32.96"
"GEPA4.SA","Rio Paranapanema Energia S.A.","35.99"
"LOGN3.SA","Log-In Logística Intermodal S.A.","32.00"
"VISC11.SA","Vinci Shopping Centers Fundo Investimento Imobiliario - Fii","109.94"
"MILS3.SA","Mills Locação, Serviços e Logística S.A.","13.87"
"GEPA3.SA","Rio Paranapanema Energia S.A.","33.00"
"BEES4.SA","Banestes S.A - Banco do Estado do Espírito Santo","8.85"
"BMGB4.SA","Banco BMG S.A.","5.03"
"BEES3.SA","Banestes S.A - Banco do Estado do Espírito Santo","8.68"
"YDUQ3.SA","Yduqs Participações S.A.","11.42"
"HGRU11.SA","Patria Renda Urbana - Fundo De Investimento Imobiliario","128.89"
"XPLG11.SA","Xp Log Fundo Investimento Imobiliario FII","101.00"
"RECR11.SA","Fundo Investimento Imobiliario Fii Ubs (Br) Recebveis Imobiliarios","80.10"
"PINE3.SA","Banco Pine S.A.","12.30"
"PLPL3.SA","Plano & Plano Desenvolvimento Imobiliário S.A.","14.23"
"BHIA3.SA","Grupo Casas Bahia S.A.","3.08"
"C1AB34.SA","Cable One, Inc.","2.45"
"SBFG3.SA","Grupo SBF S.A.","12.25"
"KNHY11.SA","Kinea High Yield Cri Fundo Investimento Imobiliario FII","99.86"
"B2MB34.SA","Bumble Inc.","3.49"
"LAVV3.SA","Lavvi Empreendimentos Imobiliários S.A.","14.23"
"FESA4.SA","Cia de Ferro Ligas da Bahia S.A. - FERBASA","7.93"
"COCE5.SA","Companhia Energética do Ceará - COELCE","31.06"
"AUAU3.SA","Uniao Pet Participacoes S.A.","3.04"
"CPTS11.SA","Capitania Securities II Fundo Investimento Imobiliario FII","7.95"
"HGBS11.SA","HEDGE Brasil Shopping Fundo de Investimento Imobiliário","20.20"
"FIQE3.SA","Unifique Telecomunicações S.A.","6.70"
"GPRK34.SA","GeoPark Limited","49.51"
"TFCO4.SA","Track & Field Co S.A.","16.40"
"BAZA3.SA","Banco da Amazônia S.A.","83.40"
"LOGG3.SA","LOG Commercial Properties e Participações S.A.","28.17"
"LIGT3.SA","Light S.A.","4.70"
"BLAU3.SA","Blau Farmacêutica S.A.","10.05"
"CEBR3.SA","Companhia Energética de Brasília - CEB","31.15"
"CEBR5.SA","Companhia Energética de Brasília - CEB","29.16"
"CSED3.SA","Cruzeiro do Sul Educacional S.A.","6.14"
"CEBR6.SA","Companhia Energética de Brasília - CEB","30.70"
"RANI3.SA","Irani Papel e Embalagem S.A.","9.58"
"PNVL3.SA","Dimed S.A. Distribuidora de Medicamentos","14.75"
"BMOB3.SA","Bemobi Mobile Tech S.A.","25.65"
"ONCO3.SA","Oncoclínicas do Brasil Serviços Médicos S.A.","1.91"
"LWSA3.SA","Locaweb Serviços de Internet S.A.","3.85"
"BSLI3.SA","BRB - Banco de Brasília S.A.","4.31"
"BSLI4.SA","BRB - Banco de Brasília S.A.","4.05"
"DESK3.SA","Desktop S.A.","17.94"
"PVBI11.SA","Fundo De Investimento ImobiliarRio Vbi Prime Properties","76.40"
"AGRO3.SA","BrasilAgro - Companhia Brasileira de Propriedades Agrícolas","20.43"
"CAML3.SA","Camil Alimentos S.A.","5.89"
"HSML11.SA","Hsi Malls Fundo De Investimento Imobiliario","95.23"
"TGMA3.SA","Tegma Gestão Logística S.A.","29.85"
"EUCA4.SA","Eucatex S.A. Indústria e Comércio","20.41"
"KNHF11.SA","Kinea Hedge Fund Fundo De Investimento Imobiliario","98.90"
"JSLG3.SA","JSL S.A.","6.77"
"BTHF11.SA","Btg Pactual Real Estate Hedge Fund Fii Fundo De Investimento Imobiliario","9.30"
"SHUL4.SA","Schulz S.A.","5.36"
"VTRU3.SA","Vitru Educação S.A.","14.25"
"EUCA3.SA","Eucatex S.A. Indústria e Comércio","20.51"
"F2VR34.SA","Fiverr International Ltd.","2.61"
"MATD3.SA","Hospital Mater Dei S.A.","5.61"
"TRXF11.SA","TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII","91.63"
"OPCT3.SA","OceanPact Serviços Marítimos S.A.","9.23"
"KNSC11.SA","Kinea Securities Fundo De Investimento Imobiliario – Fii","8.98"
"RZTR11.SA","Fundo De Investimento Imobiliario Riza Terrax","94.41"
"ARML3.SA","Armac Locação, Logística e Serviços S.A.","5.24"
"RAPT3.SA","Randoncorp S.A.","5.18"
"RAPT4.SA","Randoncorp S.A.","5.02"
"TGAR11.SA","Fundo Investimento Imobiliario TG Ativo Real","72.45"
"B2YN34.SA","Beyond Meat, Inc.","3.60"
"KNUQ11.SA","FII KINEA UNCI","104.36"
"ANIM3.SA","Ânima Holding S.A.","4.23"
"VLID3.SA","Valid Soluções S.A.","20.34"
"TUPY3.SA","Tupy S.A.","12.07"
"MCCI11.SA","Fundo De Investimento Imobiliario Maua Capital Recebiveis Imobiliarios","93.28"
"TVRI11.SA","BB Progressivo II Fundo de Investimento Imobiliário - FII","99.21"
"HFOF11.SA","Hedge Top Fofii 3 Fundo Investimento Imobilirio","6.80"
"GGRC11.SA","Ggr Covipe Renda Fundo Investimento Imobiliario","10.16"
"TELB3.SA","Telecomunicações Brasileiras S.A. - Telebras","15.14"
"VILG11.SA","Vinci Logistica Fundo Investimento Imobiliario FII","101.00"
"KEPL3.SA","Kepler Weber S.A.","8.63"
"HGCR11.SA","CSHG Recebiveis Imobiliarios BC Fundo de Investimento Imobiliario - FII","95.85"
"HGRE11.SA","CSHG Real Estate - Fundo de Investimento Imobiliario - FII","124.79"
"OFSA3.SA","Ouro Fino Saúde Animal Participações S.A.","27.39"
"SEQL3.SA","Sequoia Logística e Transportes S.A.","0.25"
"EVEN3.SA","Even Construtora e Incorporadora S.A.","7.25"
"WIZC3.SA","Wiz Co Participações e Corretagem de Seguros S.A.","8.86"
"PMLL11.SA","Patria Malls Fundo De Investimento Imobiliario","107.10"
"TRIS3.SA","Trisul S.A.","5.89"
"MYPK3.SA","Iochpe-Maxion S.A.","9.17"
"JSRE11.SA","JS Real Estate multigestão - FII fund","66.11"
"SEER3.SA","Ser Educacional S.A.","10.75"
"BGIP3.SA","Banco do Estado de Sergipe S.A.","61.30"
"BRST3.SA","BRISANET    ON      NM","2.97"
"ALZR11.SA","Alianza Trust Renda Imobiliaria Fundo Investimento Imobiliario","10.55"
"BRCR11.SA","Fundo de Investimento Imobiliário - FII BTG Pactual Corporate Office Fund","46.84"
"FPNG11.SA","Fundo Investimento Imobiliario Pedra Negra Renda Imobiliaria","465.05"
"VRTA11.SA","Fator Veritá Fundo de Investimento Imobiliário - FII","77.54"
"PCAR3.SA","Companhia Brasileira De Distribuicao","2.42"
"VCJR11.SA","Vectis Juros Real Fundo De Investimento Imobiliario - Fii","80.21"
"VGHF11.SA","Valora Hedge Fund Fundo De Investimento Imobiliario - Fii","7.09"
"HSLG11.SA","Hsi Logistica Fundo De Investimento Imobiliario","91.21"
"CVCB3.SA","CVC Brasil Operadora e Agência de Viagens S.A.","2.17"
"VGIR11.SA","Valora Re III Fundo De Investimento Imobiliario","9.75"
"TELB4.SA","Telecomunicações Brasileiras S.A. - Telebras","9.20"
"PRNR3.SA","Priner Serviços Industriais S.A.","19.32"
"MLAS3.SA","Grupo Multi S.A.","1.35"
"GARE11.SA","Guardian Logistica Fundo De Investimento Imobiliario","8.38"
"MCRE11.SA","Maua Capital Real Estate Fundo De Investimento Imobiliario","9.43"
"GSFI11.SA","General Shopping E Outlets Do Brasil Fundo De Investimento Imobiliario FII","10.88"
"JALL3.SA","Jalles Machado S/A","3.46"
"RJDA11.SA","Rjdi Fundo De Investimento Imobiliario Resp Limitada","115.00"
"AMER3.SA","Americanas S.A.","5.15"
"GTWR11.SA","Fundo Investimento Imobiliario Green Towers","84.75"
"SOJA3.SA","Boa Safra Sementes S.A.","6.85"
"PATI4.SA","Panatlântica S.A.","34.50"
"RBRX11.SA","Rbr Alpha Plus Multiestrategia Real Estate Fundo De Investimento Imobiliario","8.64"
"GZIT11.SA","Gazit Malls Fundo De Investimento Imobiliario","44.89"
"BIOM3.SA","Biomm S.A.","7.16"
"XRXB34.SA","Xerox Holdings Corporation","7.53"
"ALPK3.SA","Allpark Empreendimentos, Participações e Serviços S.A.","4.41"
"VGIP11.SA","Valora Cri Indice De Preco Fundo De Investimento Imobiliario","79.61"
"PCIP11.SA","Fundo De Investimento Imobiliario VBI Credito","85.21"
"PFRM3.SA","Profarma Distribuidora de Produtos Farmacêuticos S.A.","7.58"
"BTCI11.SA","Fundo Infestimento Imobiliario Btg Pactual Credito Imobiliario","9.19"
"DEXP4.SA","Dexxos Participações S.A.","7.23"
"DEXP3.SA","Dexxos Participações S.A.","7.10"
"BGIP4.SA","Banco do Estado de Sergipe S.A.","36.10"
"LAND3.SA","Terra Santa Propriedades Agrícolas S.A.","8.49"
"SCAR3.SA","São Carlos Empreendimentos e Participações S.A.","14.22"
"WLMM4.SA","WLM Participações e Comércio de Máquinas e Veículos S.A.","22.35"
"PATI3.SA","Panatlântica S.A.","34.00"
"PEAB4.SA","Companhia de Participações Aliança da Bahia","41.96"
"PQAG11.SA","Rb Capital Anhanguera Fundo De Investimento Imobiliario","54.21"
"TASA4.SA","Taurus Armas S.A.","5.38"
"CSUD3.SA","CSU Digital S.A.","17.93"
"RZAK11.SA","Riza Akin Fundo De Investimento Imobiliario – FII","84.16"
"ALLD3.SA","Allied Tecnologia S.A.","7.65"
"KORE11.SA","Kinea Oportunidades Real Estate Fundo De Investimento Imobiliario","75.40"
"TASA3.SA","Taurus Armas S.A.","5.41"
"SYNE3.SA","Syn Prop & Tech S.A.","4.73"
"MELK3.SA","Melnick Desenvolvimento Imobiliário S.A.","3.47"
"PEAB3.SA","Companhia de Participações Aliança da Bahia","39.00"
"RZZR11.SA","Raizz Renda Logistica Fundo de Investimento Imobiliario","137.00"
"BROF11.SA","Brpr Corporate Offices Fundo De Investimento Imobiliario","60.73"
"BBIG11.SA","Bb Premium Malls Fundo De Investimento Imobiliário De Responsabilidade Limitada","7.04"
"BPML11.SA","Fundo De Investimento Imobiliario BTG Pactual Shoppings","92.30"
"ROMI3.SA","Romi S.A.","7.25"
"PINE4.SA","Banco Pine S.A.","12.10"
"CPUR11.SA","Capitania HBC Renda Urbana Fundo De Investimento Imobiliario","10.37"
"TKNO4.SA","Tekno S.A. Indústria e Comércio","222.00"
"TRXB11.SA","Trx Real Estate II Fundo De Investimento Imobiliario - Fii","185.00"
"CGRA3.SA","Grazziotin S.A.","26.70"
"VITT3.SA","Vittia S.A.","4.23"
"CGRA4.SA","Grazziotin S.A.","26.30"
"RBRL11.SA","RBR Log FII","91.28"
"AALR3.SA","Alliança Saúde e Participações S.A.","4.00"
"TRBL11.SA","SDI Logística Rio - Fundo de Investimento Imobiliário - FII","78.03"
"JSAF11.SA","Js Ativos Financeiros Fundo De Investimento Imobiliario","7.74"
"GPRO34.SA","GoPro, Inc.","3.64"
"QUAL3.SA","Qualicorp Consultoria e Corretora de Seguros S.A.","2.08"
"KFOF11.SA","Kinea Fundo Fundos De Investimento Imobiliario FII","84.05"
"POSI3.SA","Positivo Tecnologia S.A.","4.17"
"CRPG5.SA","Tronox Pigmentos do Brasil S.A.","17.95"
"SHPH11.SA","FDO INV Imob Shopping Patio Higienopolis","928.00"
"BTAL11.SA","FII Btg Pactual Agro Logistica","90.31"
"ITRI11.SA","Itau Total Return Fundo De Investimento Imobiliario","85.80"
"MTSA4.SA","METISA Metalúrgica Timboense S.A.","62.60"
"BTSI11.SA","Btsp II Fundo De Investimento Imobiliario - Fii","108.00"
"RPAD5.SA","Alfa Holdings S.A.","6.15"
"RCRB11.SA","Fundo de Investimento Imobiliário Rio Bravo Renda Corporativa","140.84"
"TECN3.SA","Technos S.A.","8.40"
"XPIN11.SA","Xp Industrial Fundo Investimento Imobiliario","70.00"
"NVHO11.SA","Fundo De Investimento Imobiliario Novo Horizonte","11.82"
"CCME11.SA","Canuma Capital Multiestrategia Fundo De Investimento Imobiliario","8.88"
"RPAD3.SA","Alfa Holdings S.A.","5.60"
"RPAD6.SA","Alfa Holdings S.A.","5.51"
"HCTR11.SA","Fundo De Investimento Imobiliario Hectare Ce","21.08"
"AMOB3.SA","Automob Participações S.A.","12.15"
"OIBR4.SA","Oi S.A.","1.42"
"AMAR3.SA","Marisa Lojas S.A.","0.88"
"MCLO11.SA","FII MCLO    CI","10.08"
"PTBL3.SA","PBG S.A.","3.19"
"AFLT3.SA","Afluente Transmissão de Energia Elétrica S.A.","7.12"
"HREC11.SA","Hedge Recebiveis Fundo De Investimento Imobiliario","8.50"
"TRNT11.SA","Fundo de Investimento Imobiliário - FII Torre Norte","111.23"
"AMBP3.SA","Ambipar Participações e Empreendimentos S.A.","0.26"
"AFHI11.SA","Af Invest Cri Fundo De Investimento Imobiliario - Recebiveis Imobiliarios","94.79"
"FCFL11.SA","Fundo De Investimento Imobiliario Campus Faria Lima - Inicio De Negociacao","124.10"
"CASH3.SA","Méliuz S.A.","3.76"
"RNEW4.SA","Renova Energia S.A.","1.08"
"LJQQ3.SA","Lojas Quero-Quero S.A.","2.05"
"ESPA3.SA","MPM Corpóreos S.A.","1.18"
"CPLG11.SA","Capitania Logistica Fundo De Investimento Imobiliario - FII","12.08"
"VINO11.SA","Vinci Corporate Fundo De Investimento Imobiliario","5.05"
"RNEW3.SA","Renova Energia S.A.","1.12"
"PTNT4.SA","Pettenati S.A. Industria Têxtil","8.68"
"URPR11.SA","Urca Prime Renda Fundo De Investimento Imobiliario - FII","35.51"
"PTNT3.SA","Pettenati S.A. Industria Têxtil","8.65"
"CAMB3.SA","Cambuci S.A.","9.70"
"VVEO3.SA","CM Hospitalar S/A","1.28"
"BCRI11.SA","Banestes Recebiveis Imobiliarios Fundo Investimento Imobiliario FII","63.84"
"VSTE3.SA","Veste S.A. Estilo","3.49"
"MTRE3.SA","Mitre Realty Empreendimentos e Participações S.A.","3.75"
"CLIN11.SA","Clave Indices De Precos Fundo De Investimento Imobiliario","91.00"
"HTMX11.SA","FD Invest Imob Hotel Maxinvest","136.70"
"HLOG11.SA","Hedge Logistica Fundo Investimento Imobiliario","9.20"
"RZAT11.SA","Riza Arctium Real Estate Fundo De Investimento Imobiliario","90.77"
"TEPP11.SA","SDI Properties Fundo De Investimento Imobiliario","9.02"
"ICRI11.SA","FII CI IPCA CI","97.53"
"RSUL4.SA","Metalúrgica Riosulense S.A.","61.71"
"ABCP11.SA","FII ABC Plaza Shopping Fund","79.40"
"SNCI11.SA","Suno Recebiveis Imobiliarios Fundo De Investimento Imobiliario","89.00"
"RINV11.SA","Real Investor Fundo De Investimento Imobiliario Responsabilidade Limitada","108.62"
"HBOR3.SA","Helbor Empreendimentos S.A.","2.68"
"BCIA11.SA","Bradesco Carteira Imobiliaria Ativa Fundos de Investimento Imobiliario","95.50"
"BOBR4.SA","Bombril S.A.","1.36"
"IBBP11.SA","Invista Brazilian Business Park Fundo De Investimento Imobiliario","8.15"
"MANA11.SA","Manati Capital Hedge Fund Fundo De Investimento Imobiliario","9.28"
"VRTM11.SA","FII VRTM    CI","7.34"
"LASC11.SA","Legatus Shoppings Fundo De Investimento Imobiliario - FII","116.50"
"EALT4.SA","Electro Aço Altona S.A.","14.15"
"PLAG11.SA","Vbi Agro - Fundo De Investimento Imobiliario","64.19"
"DEVA11.SA","Devant Recebiveis Imobiliarios Fundo De Investimento Imobiliario","23.86"
"PATL11.SA","Patria Logistica Fundo De Investimento Imobiliario","67.05"
"TOPP11.SA","Rbr Top Offices Fundo De Investimento Imobiliario Responsabilidade Limitada","73.90"
"HBTS5.SA","Companhia Habitasul de Participações","35.89"
"DMVF3.SA","d1000 Varejo Farma Participações S.A.","6.43"
"MFII11.SA","Mérito Desenvolvimento Imobiliário I FII - Fundo de Investimento Imobiliário","73.00"
"INLG11.SA","Inter Logistico Fundo De Investimento Imobiliario - FII","71.71"
"KCRE11.SA","Kinea Creditas Fundo De Investimento Imobiliario - FII","8.91"
"CPOF11.SA","Capitania Office Properties FII - Fundo De Investimento Imobiliario","110.00"
"JCCJ11.SA","FOF JHSF Capital Fundo De Investimento Imobiliario","189.90"
"FIIB11.SA","Real Estate Investment Fund Industry in Brazil","462.46"
"PORD11.SA","Polo Fundo de Investimento Imobiliário - Recebíveis Imobiliários II - FII","8.44"
"EALT3.SA","Electro Aço Altona S.A.","13.90"
"FATN11.SA","BRC Renda Corporativa FII - FII Athena I","86.19"
"KISU11.SA","Kilima Fundo De Investimento Em Cotas De Fundos Imobiliarios Suno 30","7.03"
"JASC11.SA","Jasc Renda Varejo Essencial Fundo De Investimento Imobiliario - FII","88.98"
"HPDP11.SA","Hedge Real Estate I Fundo De Investimento Imobliario","94.20"
"HBRE3.SA","HBR Realty Empreendimentos Imobiliários S.A.","2.99"
"LIFE11.SA","Life Capital Partners Fundo De Investimentos Imobiliarios","8.90"
"TPIS3.SA","Triunfo Participações e Investimentos S.A.","6.83"
"MEAL3.SA","International Meal Company Alimentação S.A.","1.03"
"RPRI11.SA","RBR Premium Recebiveis Imobiliarios Fundo De Investimento Imobiliario","84.88"
"WHGR11.SA","Whg Real Estate Fundo De Investimento Imobiliario – Fii","9.52"
"VGRI11.SA","Valora Renda Imobiliaria Fundo De Investimento Imobiliario - Responsabilidade Limitada","8.40"
"SNFF11.SA","Suno Fundo De Fundos De Investimento Imobiliario","73.07"
"HABT11.SA","Habitat Ii - Fundo De Investimento Imobiliario","76.31"
"MNPR3.SA","Minupar Participações S.A.","4.11"
"NEWL11.SA","Newport Logastica Fundo De Investimento Imobiliario","103.04"
"AIEC11.SA","Autonomy Edifícios Corporativos Fundo de Investimento Imobiliario","59.64"
"CXCO11.SA","Fundo De Investimento Imobiliario Caixa Imoveis Corporativos","72.37"
"CTKA4.SA","Karsten S.A.","44.40"
"OUJP11.SA","Ourinvest Jpp Fundo Investimento Imobiliario - Fii","85.81"
"DOHL4.SA","Döhler S.A.","3.60"
